"","time","country","cum_confirm","cum_heal","cum_dead"
"2164","2020-03-13","Paraguay",8,0,0
"2165","2020-03-13","Qatar",263,0,0
"2166","2020-03-13","Réunion",1,0,0
"2167","2020-03-13","Romania",70,6,0
"2168","2020-03-13","Serbia",31,0,0
"2169","2020-03-13","Russia",45,3,0
"2170","2020-03-13","Saudi Arabia",62,1,0
"2171","2020-03-13","Sudan",1,0,0
"2172","2020-03-13","Sweden",751,1,1
"2173","2020-03-13","Singapore",200,96,0
"2174","2020-03-13","Slovenia",96,0,0
"2175","2020-03-13","Slovakia",16,0,0
"2176","2020-03-13","San Marino",69,0,3
"2177","2020-03-13","Senegal",10,2,0
"2178","2020-03-13","Togo",1,0,0
"2179","2020-03-13","Thailand",75,35,1
"2180","2020-03-13","Tunisia",13,0,0
"2181","2020-03-13","Turkey",2,0,0
"2182","2020-03-13","Trinidad and Tobago",1,0,0
"2183","2020-03-13","Ukraine",3,0,0
"2184","2020-03-13","United States",1832,31,41
"2185","2020-03-13","Holy See  [Vatican City State]",1,0,0
"2186","2020-03-13","Vietnam",47,16,0
"2187","2020-03-13","South Africa",24,1,0
"2188","2020-03-14","Diamond Princess",697,390,7
"2189","2020-03-14","Bosnia and Herzegovina",11,0,0
"2190","2020-03-14","Jersey",2,0,0
"2191","2020-03-14","Mongolia",1,0,0
"2192","2020-03-14","Guernsey",1,0,0
"2193","2020-03-14","Mauritania",1,0,0
"2194","2020-03-14","Andorra",2,1,0
"2195","2020-03-14","United Arab Emirates",85,20,0
"2196","2020-03-14","Afghanistan",10,0,0
"2197","2020-03-14",NA,1,0,0
"2198","2020-03-14","Albania",33,0,1
"2199","2020-03-14","Armenia",8,0,0
"2200","2020-03-14","Argentina",31,0,2
"2201","2020-03-14","Austria",504,6,1
"2202","2020-03-14","Australia",236,27,3
"2203","2020-03-14","Aruba",2,0,0
"2204","2020-03-14","Azerbaijan",15,3,1
"2205","2020-03-14","Bangladesh",3,0,0
"2206","2020-03-14","Belgium",689,1,3
"2207","2020-03-14","Burkina Faso",2,0,0
"2208","2020-03-14","Bulgaria",30,0,1
"2209","2020-03-14","Bahrain",211,44,0
"2210","2020-03-14","Brunei",40,0,0
"2211","2020-03-14","Bolivia",3,0,0
"2212","2020-03-14","Brazil",151,0,0
"2213","2020-03-14","Bhutan",1,0,0
"2214","2020-03-14","Belarus",27,3,0
"2215","2020-03-14","Canada",198,11,1
"2216","2020-03-14","Democratic Republic of the Congo",2,0,0
"2217","2020-03-14","Switzerland",1189,4,11
"2218","2020-03-14","Côte d'Ivoire",1,0,0
"2219","2020-03-14","Chile",43,0,0
"2220","2020-03-14","Cameroon",2,0,0
"2221","2020-03-14","China",81048,67022,3204
"2222","2020-03-14","Colombia",13,0,0
"2223","2020-03-14","Costa Rica",22,0,0
"2224","2020-03-14","Cuba",4,0,0
"2225","2020-03-14","Cyprus",21,0,0
"2226","2020-03-14","Czech Republic",141,0,0
"2227","2020-03-14","Germany",3718,46,8
"2228","2020-03-14","Denmark",827,1,0
"2229","2020-03-14","Dominican Republic",5,0,0
"2230","2020-03-14","Algeria",27,10,2
"2231","2020-03-14","Ecuador",23,0,1
"2232","2020-03-14","Estonia",79,0,0
"2233","2020-03-14","Egypt",93,21,2
"2234","2020-03-14","Spain",5753,193,136
"2235","2020-03-14","Ethiopia",1,0,0
"2236","2020-03-14","Finland",210,1,0
"2237","2020-03-14","Faroe Islands",2,0,0
"2238","2020-03-14","France",3667,12,79
"2239","2020-03-14","Gabon",1,0,0
"2240","2020-03-14","United Kingdom",1140,19,21
"2241","2020-03-14","Gambia",30,0,0
"2242","2020-03-14","French Guiana",6,0,0
"2243","2020-03-14","Ghana",2,0,0
"2244","2020-03-14","Gibraltar",1,0,0
"2245","2020-03-14","Guinea",1,0,0
"2246","2020-03-14","Equatorial Guinea",1,0,0
"2247","2020-03-14","Greece",190,0,3
"2248","2020-03-14","Guatemala",1,0,0
"2249","2020-03-14","Guyana",1,0,1
"2250","2020-03-14","Honduras",2,0,0
"2251","2020-03-14","Croatia",37,0,0
"2252","2020-03-14","Hungary",19,1,0
"2253","2020-03-14","Indonesia",96,5,4
"2254","2020-03-14","Ireland",90,0,1
"2255","2020-03-14","Israel",161,3,0
"2256","2020-03-14","India",84,10,2
"2257","2020-03-14","Iraq",101,24,9
"2258","2020-03-14","Iran",12729,4339,611
"2259","2020-03-14","Iceland",134,1,0
"2260","2020-03-14","Italy",17660,1439,1266
"2261","2020-03-14","Jamaica",8,0,0
"2262","2020-03-14","Jordan",1,1,0
"2263","2020-03-14","Japan",786,135,21
"2264","2020-03-14","Kenya",1,0,0
"2265","2020-03-14","Cambodia",7,1,0
"2266","2020-03-14","South Korea",8086,714,72
"2267","2020-03-14","Kuwait",100,5,0
"2268","2020-03-14","Kazakhstan",6,0,0
"2269","2020-03-14","Lebanon",93,1,3
"2270","2020-03-14","Liechtenstein",4,0,0
"2271","2020-03-14","Sri Lanka",9,1,0
"2272","2020-03-14","Lithuania",6,0,0
"2273","2020-03-14","Luxembourg",34,0,1
"2274","2020-03-14","Latvia",16,1,0
"2275","2020-03-14","Morocco",7,0,1
"2276","2020-03-14","Monaco",2,0,0
"2277","2020-03-14","Moldova",8,0,0
"2278","2020-03-14","Republika Severna Makedonija",13,0,0
"2279","2020-03-14","Martinique",4,0,0
"2280","2020-03-14","Malta",12,0,0
"2281","2020-03-14","Maldives",10,0,0
"2282","2020-03-14","Mexico",26,4,0
"2283","2020-03-14","Malaysia",238,32,0
"2284","2020-03-14","Nigeria",2,0,0
"2285","2020-03-14","Netherlands",807,0,10
"2286","2020-03-14","Norway",1002,1,1
"2287","2020-03-14","Nepal",1,1,0
"2288","2020-03-14","New Zealand",6,0,0
"2289","2020-03-14","Oman",20,9,0
"2290","2020-03-14","Panama",36,0,1
"2291","2020-03-14","Peru",28,0,0
"2292","2020-03-14","French Polynesia",1,0,0
"2293","2020-03-14","Philippines",111,2,8
"2294","2020-03-14","Pakistan",30,2,0
"2295","2020-03-14","Poland",68,0,1
"2296","2020-03-14","Puerto Rico",3,0,0
"2297","2020-03-14","Palestinian Territory",35,0,0
"2298","2020-03-14","Portugal",112,0,0
"2299","2020-03-14","Paraguay",8,0,0
"2300","2020-03-14","Qatar",338,0,0
"2301","2020-03-14","Réunion",3,0,0
"2302","2020-03-14","Romania",95,7,0
"2303","2020-03-14","Serbia",41,0,0
"2304","2020-03-14","Russia",47,3,0
"2305","2020-03-14","Rwanda",1,0,0
"2306","2020-03-14","Saudi Arabia",86,1,0
"2307","2020-03-14","Sudan",1,0,1
"2308","2020-03-14","Sweden",814,1,2
"2309","2020-03-14","Singapore",200,97,0
"2310","2020-03-14","Slovenia",141,0,0
"2311","2020-03-14","Slovakia",32,0,0
"2312","2020-03-14","San Marino",80,2,5
"2313","2020-03-14","Senegal",21,2,0
"2314","2020-03-14","Swaziland",1,0,0
"2315","2020-03-14","Togo",1,0,0
"2316","2020-03-14","Thailand",82,35,1
"2317","2020-03-14","Tunisia",13,0,0
"2318","2020-03-14","Turkey",5,0,0
"2319","2020-03-14","Trinidad and Tobago",1,0,0
"2320","2020-03-14","Ukraine",3,0,1
"2321","2020-03-14","United States",2291,41,50
"2322","2020-03-14","Uruguay",4,0,0
"2323","2020-03-14","Holy See  [Vatican City State]",1,0,0
"2324","2020-03-14","Saint Vincent and the Grenadines",1,0,0
"2325","2020-03-14","Venezuela",2,0,0
"2326","2020-03-14","Vietnam",53,16,0
"2327","2020-03-14","South Africa",24,1,0
"2328","2020-03-14","Namibia",2,0,0
"2329","2020-03-15","Diamond Princess",697,456,7
"2330","2020-03-15","Bosnia and Herzegovina",21,0,0
"2331","2020-03-15","Jersey",2,0,0
"2332","2020-03-15","Mongolia",1,0,0
"2333","2020-03-15","Guernsey",1,0,0
"2334","2020-03-15","Mauritania",1,0,0
"2335","2020-03-15","Andorra",2,1,0
"2336","2020-03-15","United Arab Emirates",86,23,0
"2337","2020-03-15","Afghanistan",16,0,0
"2338","2020-03-15",NA,1,0,0
"2339","2020-03-15","Albania",38,0,1
"2340","2020-03-15","Armenia",20,0,0
"2341","2020-03-15","Argentina",45,1,2
"2342","2020-03-15","Austria",800,6,1
"2343","2020-03-15","Australia",272,27,5
"2344","2020-03-15","Aruba",2,0,0
"2345","2020-03-15","Azerbaijan",23,6,1
"2346","2020-03-15","Bangladesh",5,2,0
"2347","2020-03-15","Belgium",886,1,4
"2348","2020-03-15","Burkina Faso",2,0,0
"2349","2020-03-15","Bulgaria",43,0,2
"2350","2020-03-15","Bahrain",214,60,0
"2351","2020-03-15","Brunei",50,0,0
"2352","2020-03-15","Bolivia",10,0,0
"2353","2020-03-15","Brazil",151,0,0
"2354","2020-03-15","Bhutan",1,0,0
"2355","2020-03-15","Belarus",27,3,0
"2356","2020-03-15","Canada",253,11,1
"2357","2020-03-15","Democratic Republic of the Congo",3,0,0
"2358","2020-03-15","Central African Republic",1,0,0
"2359","2020-03-15","Republic of the Congo",1,0,0
"2360","2020-03-15","Switzerland",2220,4,13
"2361","2020-03-15","Côte d'Ivoire",4,0,0
"2362","2020-03-15","Chile",61,0,0
"2363","2020-03-15","Cameroon",3,0,0
"2364","2020-03-15","China",81077,67863,3218
"2365","2020-03-15","Colombia",22,0,0
"2366","2020-03-15","Costa Rica",27,0,0
"2367","2020-03-15","Cuba",4,0,0
"2368","2020-03-15","Cyprus",26,0,0
"2369","2020-03-15","Czech Republic",189,0,0
"2370","2020-03-15","Germany",5142,49,9
"2371","2020-03-15","Denmark",836,1,1
"2372","2020-03-15","Dominican Republic",11,0,0
"2373","2020-03-15","Algeria",48,12,4
"2374","2020-03-15","Ecuador",28,0,2
"2375","2020-03-15","Estonia",135,0,0
"2376","2020-03-15","Egypt",110,21,2
"2377","2020-03-15","Spain",7753,571,288
"2378","2020-03-15","Ethiopia",1,0,0
"2379","2020-03-15","Finland",240,1,0
"2380","2020-03-15","Faroe Islands",3,0,0
"2381","2020-03-15","France",4500,12,91
"2382","2020-03-15","Gabon",1,0,0
"2383","2020-03-15","United Kingdom",1145,19,21
"2384","2020-03-15","Gambia",30,0,0
"2385","2020-03-15","French Guiana",6,0,0
"2386","2020-03-15","Ghana",6,0,0
"2387","2020-03-15","Gibraltar",1,0,0
"2388","2020-03-15","Guinea",1,0,0
"2389","2020-03-15","Guadeloupe",1,0,0
"2390","2020-03-15","Equatorial Guinea",1,0,0
"2391","2020-03-15","Greece",228,8,4
"2392","2020-03-15","Guatemala",1,0,0
"2393","2020-03-15","Guyana",6,0,1
"2394","2020-03-15","Honduras",2,0,0
"2395","2020-03-15","Croatia",38,1,0
"2396","2020-03-15","Hungary",30,1,1
"2397","2020-03-15","Indonesia",117,5,4
"2398","2020-03-15","Ireland",129,0,2
"2399","2020-03-15","Israel",200,4,0
"2400","2020-03-15","India",107,10,2
"2401","2020-03-15","Iraq",110,26,9
"2402","2020-03-15","Iran",13938,4590,724
"2403","2020-03-15","Iceland",161,1,0
"2404","2020-03-15","Italy",21270,1966,1441
"2405","2020-03-15","Jamaica",8,0,0
"2406","2020-03-15","Jordan",7,1,0
"2407","2020-03-15","Japan",818,144,22
"2408","2020-03-15","Kenya",3,0,0
"2409","2020-03-15","Cambodia",7,1,0
"2410","2020-03-15","South Korea",8162,834,75
"2411","2020-03-15","Kuwait",112,9,0
"2412","2020-03-15","Cayman Islands",1,0,0
"2413","2020-03-15","Kazakhstan",8,0,0
"2414","2020-03-15","Lebanon",99,1,3
"2415","2020-03-15","Liechtenstein",4,0,0
"2416","2020-03-15","Sri Lanka",12,1,0
"2417","2020-03-15","Lithuania",8,0,0
"2418","2020-03-15","Luxembourg",59,0,1
"2419","2020-03-15","Latvia",30,1,0
"2420","2020-03-15","Morocco",28,1,1
"2421","2020-03-15","Monaco",3,0,0
"2422","2020-03-15","Moldova",12,0,0
"2423","2020-03-15","Republika Severna Makedonija",14,0,0
"2424","2020-03-15","Martinique",9,0,0
"2425","2020-03-15","Malta",18,0,0
"2426","2020-03-15","Maldives",13,0,0
"2427","2020-03-15","Mexico",41,4,0
"2428","2020-03-15","Malaysia",428,35,0
"2429","2020-03-15","Nigeria",2,0,0
"2430","2020-03-15","Netherlands",1135,0,20
"2431","2020-03-15","Norway",1090,1,3
"2432","2020-03-15","Nepal",1,1,0
"2433","2020-03-15","New Zealand",6,0,0
"2434","2020-03-15","Oman",21,9,0
"2435","2020-03-15","Panama",43,0,1
"2436","2020-03-15","Peru",38,0,0
"2437","2020-03-15","French Polynesia",1,0,0
"2438","2020-03-15","Philippines",140,2,12
"2439","2020-03-15","Pakistan",53,2,0
"2440","2020-03-15","Poland",104,0,3
"2441","2020-03-15","Puerto Rico",3,0,0
"2442","2020-03-15","Palestinian Territory",35,0,0
"2443","2020-03-15","Portugal",169,0,0
"2444","2020-03-15","Paraguay",8,0,0
"2445","2020-03-15","Qatar",338,4,0
"2446","2020-03-15","Réunion",6,0,0
"2447","2020-03-15","Romania",123,9,0
"2448","2020-03-15","Serbia",46,0,0
"2449","2020-03-15","Russia",63,8,0
"2450","2020-03-15","Rwanda",1,0,0
"2451","2020-03-15","Saudi Arabia",103,1,0
"2452","2020-03-15","Seychelles",2,0,0
"2453","2020-03-15","Sudan",1,0,1
"2454","2020-03-15","Sweden",992,1,2
"2455","2020-03-15","Singapore",226,105,0
"2456","2020-03-15","Slovenia",181,0,1
"2457","2020-03-15","Slovakia",44,0,0
"2458","2020-03-15","San Marino",80,2,5
"2459","2020-03-15","Senegal",24,2,0
"2460","2020-03-15","Suriname",1,0,0
"2461","2020-03-15","Swaziland",1,0,0
"2462","2020-03-15","Togo",1,0,0
"2463","2020-03-15","Thailand",114,35,1
"2464","2020-03-15","Tunisia",18,0,0
"2465","2020-03-15","Turkey",6,0,0
"2466","2020-03-15","Trinidad and Tobago",1,0,0
"2467","2020-03-15","Ukraine",3,0,1
"2468","2020-03-15","United States",2995,56,60
"2469","2020-03-15","Uruguay",6,0,0
"2470","2020-03-15","Uzbekistan",1,0,0
"2471","2020-03-15","Holy See  [Vatican City State]",1,0,0
"2472","2020-03-15","Saint Vincent and the Grenadines",1,0,0
"2473","2020-03-15","Venezuela",10,0,0
"2474","2020-03-15","Vietnam",53,16,0
"2475","2020-03-15","South Africa",51,1,0
"2476","2020-03-15","Namibia",2,0,0
"2477","2020-03-16","Diamond Princess",712,458,7
"2478","2020-03-16","Bosnia and Herzegovina",24,0,0
"2479","2020-03-16","Jersey",2,0,0
"2480","2020-03-16","Mongolia",1,0,0
"2481","2020-03-16","Guernsey",1,0,0
"2482","2020-03-16","Mauritania",1,0,0
"2483","2020-03-16","Netherlands Antilles",1,0,0
"2484","2020-03-16","Andorra",2,1,0
"2485","2020-03-16","United Arab Emirates",98,26,0
"2486","2020-03-16","Afghanistan",21,0,0
"2487","2020-03-16",NA,1,0,0
"2488","2020-03-16","Albania",42,0,1
"2489","2020-03-16","Armenia",28,0,0
"2490","2020-03-16","Argentina",45,1,2
"2491","2020-03-16","Austria",1018,6,2
"2492","2020-03-16","Australia",375,27,5
"2493","2020-03-16","Aruba",2,0,0
"2494","2020-03-16","Azerbaijan",25,6,1
"2495","2020-03-16","Bangladesh",8,2,0
"2496","2020-03-16","Belgium",1058,1,5
"2497","2020-03-16","Burkina Faso",15,0,0
"2498","2020-03-16","Bulgaria",51,0,2
"2499","2020-03-16","Bahrain",221,60,1
"2500","2020-03-16","Benin",1,0,0
"2501","2020-03-16","Brunei",50,0,0
"2502","2020-03-16","Bolivia",10,0,0
"2503","2020-03-16","Brazil",203,1,0
"2504","2020-03-16","Bahamas",1,0,0
"2505","2020-03-16","Bhutan",1,0,0
"2506","2020-03-16","Belarus",27,3,0
"2507","2020-03-16","Canada",342,11,1
"2508","2020-03-16","Democratic Republic of the Congo",3,0,0
"2509","2020-03-16","Central African Republic",1,0,0
"2510","2020-03-16","Republic of the Congo",1,0,0
"2511","2020-03-16","Switzerland",2221,4,14
"2512","2020-03-16","Côte d'Ivoire",4,0,0
"2513","2020-03-16","Chile",75,0,0
"2514","2020-03-16","Cameroon",4,0,0
"2515","2020-03-16","China",81116,68799,3231
"2516","2020-03-16","Colombia",34,0,0
"2517","2020-03-16","Costa Rica",35,0,0
"2518","2020-03-16","Cuba",4,0,0
"2519","2020-03-16","Cyprus",26,0,0
"2520","2020-03-16","Czech Republic",298,0,0
"2521","2020-03-16","Germany",6248,46,13
"2522","2020-03-16","Denmark",916,1,3
"2523","2020-03-16","Dominican Republic",11,0,0
"2524","2020-03-16","Algeria",54,12,4
"2525","2020-03-16","Ecuador",28,0,2
"2526","2020-03-16","Estonia",205,0,0
"2527","2020-03-16","Egypt",126,26,2
"2528","2020-03-16","Spain",9407,571,335
"2529","2020-03-16","Ethiopia",4,0,0
"2530","2020-03-16","Finland",244,1,0
"2531","2020-03-16","Faroe Islands",9,0,0
"2532","2020-03-16","France",5423,12,127
"2533","2020-03-16","Gabon",1,0,0
"2534","2020-03-16","United Kingdom",1543,19,35
"2535","2020-03-16","Gambia",33,1,0
"2536","2020-03-16","French Guiana",7,0,0
"2537","2020-03-16","Ghana",6,0,0
"2538","2020-03-16","Gibraltar",1,0,0
"2539","2020-03-16","Guinea",1,0,0
"2540","2020-03-16","Guadeloupe",1,0,0
"2541","2020-03-16","Equatorial Guinea",1,0,0
"2542","2020-03-16","Greece",331,10,4
"2543","2020-03-16","Guatemala",2,0,1
"2544","2020-03-16","Guyana",6,0,1
"2545","2020-03-16","Honduras",2,0,0
"2546","2020-03-16","Croatia",49,1,0
"2547","2020-03-16","Hungary",32,1,1
"2548","2020-03-16","Indonesia",134,5,4
"2549","2020-03-16","Ireland",169,0,2
"2550","2020-03-16","Israel",344,4,0
"2551","2020-03-16","India",113,13,2
"2552","2020-03-16","Iraq",125,26,9
"2553","2020-03-16","Iran",14991,4996,853
"2554","2020-03-16","Iceland",180,1,0
"2555","2020-03-16","Italy",24938,2335,1809
"2556","2020-03-16","Jamaica",8,0,0
"2557","2020-03-16","Jordan",16,1,0
"2558","2020-03-16","Japan",835,157,28
"2559","2020-03-16","Kenya",3,0,0
"2560","2020-03-16","Cambodia",12,1,0
"2561","2020-03-16","South Korea",8236,1173,77
"2562","2020-03-16","Kuwait",112,9,0
"2563","2020-03-16","Cayman Islands",1,0,1
"2564","2020-03-16","Kazakhstan",8,0,0
"2565","2020-03-16","Lebanon",110,1,3
"2566","2020-03-16","Liechtenstein",4,0,0
"2567","2020-03-16","Sri Lanka",23,1,0
"2568","2020-03-16","Liberia",1,0,0
"2569","2020-03-16","Lithuania",12,0,0
"2570","2020-03-16","Luxembourg",81,0,1
"2571","2020-03-16","Latvia",30,1,0
"2572","2020-03-16","Morocco",28,1,1
"2573","2020-03-16","Monaco",7,0,0
"2574","2020-03-16","Moldova",23,0,0
"2575","2020-03-16","Republika Severna Makedonija",18,0,0
"2576","2020-03-16","Martinique",10,0,0
"2577","2020-03-16","Malta",21,1,0
"2578","2020-03-16","Maldives",13,0,0
"2579","2020-03-16","Mexico",53,4,1
"2580","2020-03-16","Malaysia",553,35,0
"2581","2020-03-16","Nigeria",2,0,0
"2582","2020-03-16","Netherlands",1413,0,24
"2583","2020-03-16","Norway",1282,1,3
"2584","2020-03-16","Nepal",1,1,0
"2585","2020-03-16","New Zealand",8,0,0
"2586","2020-03-16","Oman",22,9,0
"2587","2020-03-16","Panama",43,0,1
"2588","2020-03-16","Peru",71,0,0
"2589","2020-03-16","French Polynesia",1,0,0
"2590","2020-03-16","Philippines",142,2,12
"2591","2020-03-16","Pakistan",137,3,0
"2592","2020-03-16","Poland",150,13,3
"2593","2020-03-16","Puerto Rico",3,0,0
"2594","2020-03-16","Palestinian Territory",38,0,0
"2595","2020-03-16","Portugal",331,0,0
"2596","2020-03-16","Paraguay",8,0,0
"2597","2020-03-16","Qatar",401,4,0
"2598","2020-03-16","Réunion",7,0,0
"2599","2020-03-16","Romania",158,9,0
"2600","2020-03-16","Serbia",55,0,0
"2601","2020-03-16","Russia",93,8,0
"2602","2020-03-16","Rwanda",5,0,0
"2603","2020-03-16","Saudi Arabia",118,3,0
"2604","2020-03-16","Seychelles",2,0,0
"2605","2020-03-16","Sudan",1,0,1
"2606","2020-03-16","Sweden",1040,1,3
"2607","2020-03-16","Singapore",243,105,0
"2608","2020-03-16","Slovenia",219,0,1
"2609","2020-03-16","Slovakia",61,0,0
"2610","2020-03-16","San Marino",98,2,7
"2611","2020-03-16","Senegal",24,2,0
"2612","2020-03-16","Somalia",1,0,0
"2613","2020-03-16","Suriname",1,0,0
"2614","2020-03-16","Swaziland",1,0,0
"2615","2020-03-16","Togo",1,0,0
"2616","2020-03-16","Thailand",147,37,1
"2617","2020-03-16","Tunisia",20,0,0
"2618","2020-03-16","Turkey",18,0,0
"2619","2020-03-16","Trinidad and Tobago",1,0,0
"2620","2020-03-16","Tanzania",1,0,0
"2621","2020-03-16","Ukraine",5,0,1
"2622","2020-03-16","United States",3782,56,69
"2623","2020-03-16","Uruguay",6,0,0
"2624","2020-03-16","Uzbekistan",4,0,0
"2625","2020-03-16","Holy See  [Vatican City State]",1,0,0
"2626","2020-03-16","Saint Vincent and the Grenadines",1,0,0
"2627","2020-03-16","Venezuela",17,0,0
"2628","2020-03-16","Vietnam",60,16,0
"2629","2020-03-16","Mayotte",1,0,0
"2630","2020-03-16","South Africa",62,1,0
"2631","2020-03-16","Namibia",2,0,0
"2632","2020-03-17","Diamond Princess",712,458,7
"2633","2020-03-17","Bosnia and Herzegovina",25,2,0
"2634","2020-03-17","Mongolia",5,0,0
"2635","2020-03-17","Jersey",2,0,0
"2636","2020-03-17","Guernsey",1,0,0
"2637","2020-03-17","Mauritania",1,0,0
"2638","2020-03-17","Netherlands Antilles",1,0,0
"2639","2020-03-17","Andorra",15,1,0
"2640","2020-03-17","United Arab Emirates",98,26,0
"2641","2020-03-17","Afghanistan",22,0,0
"2642","2020-03-17",NA,1,0,0
"2643","2020-03-17","Albania",51,0,1
"2644","2020-03-17","Armenia",64,1,0
"2645","2020-03-17","Argentina",65,1,2
"2646","2020-03-17","Austria",1132,8,3
"2647","2020-03-17","Australia",452,27,6
"2648","2020-03-17","Aruba",2,0,0
"2649","2020-03-17","Azerbaijan",28,6,1
"2650","2020-03-17","Bangladesh",8,2,0
"2651","2020-03-17","Belgium",1243,1,10
"2652","2020-03-17","Burkina Faso",15,0,0
"2653","2020-03-17","Bulgaria",67,0,2
"2654","2020-03-17","Bahrain",237,81,1
"2655","2020-03-17","Benin",1,0,0
"2656","2020-03-17","Brunei",56,0,0
"2657","2020-03-17","Bolivia",11,0,0
"2658","2020-03-17","Brazil",234,2,0
"2659","2020-03-17","Bahamas",1,0,0
"2660","2020-03-17","Bhutan",1,0,0
"2661","2020-03-17","Belarus",36,3,0
"2662","2020-03-17","Canada",439,11,4
"2663","2020-03-17","Democratic Republic of the Congo",3,0,0
"2664","2020-03-17","Central African Republic",1,0,0
"2665","2020-03-17","Republic of the Congo",1,0,0
"2666","2020-03-17","Switzerland",2330,4,21
"2667","2020-03-17","Côte d'Ivoire",6,1,0
"2668","2020-03-17","Chile",156,0,0
"2669","2020-03-17","Cameroon",10,2,0
"2670","2020-03-17","China",81139,68824,3231
"2671","2020-03-17","Colombia",57,1,0
"2672","2020-03-17","Costa Rica",41,0,0
"2673","2020-03-17","Cuba",4,0,0
"2674","2020-03-17","Cyprus",46,0,0
"2675","2020-03-17","Czech Republic",383,3,0
"2676","2020-03-17","Germany",7689,67,20
"2677","2020-03-17","Denmark",1007,1,4
"2678","2020-03-17","Dominican Republic",21,0,1
"2679","2020-03-17","Algeria",60,12,4
"2680","2020-03-17","Ecuador",58,0,2
"2681","2020-03-17","Estonia",225,1,0
"2682","2020-03-17","Egypt",166,32,4
"2683","2020-03-17","Spain",11309,1028,509
"2684","2020-03-17","Ethiopia",5,0,0
"2685","2020-03-17","Finland",294,10,0
"2686","2020-03-17","Faroe Islands",9,0,0
"2687","2020-03-17","France",6664,12,148
"2688","2020-03-17","Gabon",1,0,0
"2689","2020-03-17","United Kingdom",1950,53,56
"2690","2020-03-17","Gambia",34,1,0
"2691","2020-03-17","French Guiana",11,0,0
"2692","2020-03-17","Ghana",6,0,0
"2693","2020-03-17","Gibraltar",1,0,0
"2694","2020-03-17","Greenland",1,0,0
"2695","2020-03-17","Guinea",1,0,0
"2696","2020-03-17","Guadeloupe",6,0,0
"2697","2020-03-17","Equatorial Guinea",1,0,0
"2698","2020-03-17","Greece",352,10,4
"2699","2020-03-17","Guatemala",2,0,1
"2700","2020-03-17","Guyana",11,0,1
"2701","2020-03-17","Honduras",2,0,0
"2702","2020-03-17","Croatia",65,4,0
"2703","2020-03-17","Hungary",50,2,1
"2704","2020-03-17","Indonesia",172,8,5
"2705","2020-03-17","Ireland",223,5,2
"2706","2020-03-17","Israel",344,4,0
"2707","2020-03-17","India",137,13,3
"2708","2020-03-17","Iraq",154,41,11
"2709","2020-03-17","Iran",16169,5389,988
"2710","2020-03-17","Iceland",180,1,0
"2711","2020-03-17","Italy",27980,2749,2158
"2712","2020-03-17","Jamaica",15,2,0
"2713","2020-03-17","Jordan",34,1,0
"2714","2020-03-17","Japan",880,157,29
"2715","2020-03-17","Kenya",4,0,0
"2716","2020-03-17","Cambodia",25,1,0
"2717","2020-03-17","South Korea",8320,1407,83
"2718","2020-03-17","Kuwait",130,12,0
"2719","2020-03-17","Cayman Islands",1,0,1
"2720","2020-03-17","Kazakhstan",32,0,0
"2721","2020-03-17","Lebanon",120,3,3
"2722","2020-03-17","Liechtenstein",7,0,0
"2723","2020-03-17","Sri Lanka",44,1,0
"2724","2020-03-17","Liberia",2,0,0
"2725","2020-03-17","Lithuania",17,0,0
"2726","2020-03-17","Luxembourg",94,0,1
"2727","2020-03-17","Latvia",49,1,0
"2728","2020-03-17","Morocco",38,1,2
"2729","2020-03-17","Monaco",7,0,0
"2730","2020-03-17","Moldova",29,1,0
"2731","2020-03-17","Republika Severna Makedonija",18,0,0
"2732","2020-03-17","Martinique",16,0,0
"2733","2020-03-17","Malta",30,2,0
"2734","2020-03-17","Maldives",13,0,0
"2735","2020-03-17","Mexico",82,4,1
"2736","2020-03-17","Malaysia",673,49,2
"2737","2020-03-17","Nigeria",3,0,0
"2738","2020-03-17","Netherlands",1705,2,43
"2739","2020-03-17","Norway",1360,1,3
"2740","2020-03-17","Nepal",1,1,0
"2741","2020-03-17","New Zealand",11,0,0
"2742","2020-03-17","Oman",24,12,0
"2743","2020-03-17","Panama",69,0,1
"2744","2020-03-17","Peru",86,1,0
"2745","2020-03-17","French Polynesia",1,0,0
"2746","2020-03-17","Philippines",187,5,14
"2747","2020-03-17","Pakistan",193,8,5
"2748","2020-03-17","Poland",205,13,5
"2749","2020-03-17","Puerto Rico",3,0,0
"2750","2020-03-17","Palestinian Territory",38,0,0
"2751","2020-03-17","Portugal",448,3,1
"2752","2020-03-17","Paraguay",8,0,0
"2753","2020-03-17","Qatar",439,4,0
"2754","2020-03-17","Réunion",9,0,0
"2755","2020-03-17","Romania",184,16,0
"2756","2020-03-17","Serbia",65,0,0
"2757","2020-03-17","Russia",93,8,0
"2758","2020-03-17","Rwanda",7,0,0
"2759","2020-03-17","Saudi Arabia",133,6,0
"2760","2020-03-17","Seychelles",4,0,0
"2761","2020-03-17","Sudan",1,0,1
"2762","2020-03-17","Sweden",1121,1,7
"2763","2020-03-17","Singapore",266,109,0
"2764","2020-03-17","Slovenia",253,0,1
"2765","2020-03-17","Slovakia",72,0,0
"2766","2020-03-17","San Marino",109,4,7
"2767","2020-03-17","Senegal",27,2,0
"2768","2020-03-17","Somalia",1,0,0
"2769","2020-03-17","Suriname",1,0,0
"2770","2020-03-17","Swaziland",1,0,0
"2771","2020-03-17","Togo",1,0,0
