"","time","country","cum_confirm","cum_heal","cum_dead"
"6866","2020-04-08","China",83249,77711,3344
"6867","2020-04-08","Colombia",1780,100,50
"6868","2020-04-08","Costa Rica",483,24,2
"6869","2020-04-08","Cuba",396,27,11
"6870","2020-04-08","Cape Verde",7,1,1
"6871","2020-04-08","Cyprus",494,47,11
"6872","2020-04-08","Czech Republic",5033,181,91
"6873","2020-04-08","Germany",109932,49136,2101
"6874","2020-04-08","Djibouti",135,9,0
"6875","2020-04-08","Denmark",5386,1621,218
"6876","2020-04-08","Dominica",15,1,0
"6877","2020-04-08","Dominican Republic",1956,36,98
"6878","2020-04-08","Algeria",1468,113,193
"6879","2020-04-08","Ecuador",3995,140,220
"6880","2020-04-08","Estonia",1185,72,24
"6881","2020-04-08","Egypt",1450,276,94
"6882","2020-04-08","Eritrea",31,0,0
"6883","2020-04-08","Spain",146690,48021,14555
"6884","2020-04-08","Ethiopia",55,4,2
"6885","2020-04-08","Finland",2487,300,34
"6886","2020-04-08","Fiji",15,0,0
"6887","2020-04-08","Faroe Islands",184,129,0
"6888","2020-04-08","France",110070,19523,10343
"6889","2020-04-08","Gabon",33,1,1
"6890","2020-04-08","United Kingdom",55949,325,6171
"6891","2020-04-08","Grenada",12,0,0
"6892","2020-04-08","Gambia",208,46,3
"6893","2020-04-08","French Guiana",72,6,0
"6894","2020-04-08","Ghana",287,52,5
"6895","2020-04-08","Gibraltar",109,52,1
"6896","2020-04-08","Greenland",11,0,0
"6897","2020-04-08","Gambia",4,2,1
"6898","2020-04-08","Guinea",144,5,0
"6899","2020-04-08","Guadeloupe",139,31,7
"6900","2020-04-08","Equatorial Guinea",16,3,0
"6901","2020-04-08","Greece",1832,269,81
"6902","2020-04-08","Guatemala",80,17,3
"6903","2020-04-08","Guam",121,0,4
"6904","2020-04-08","Guinea-Bissau",33,0,0
"6905","2020-04-08","Guyana",33,8,5
"6906","2020-04-08","Honduras",312,6,22
"6907","2020-04-08","Croatia",1282,167,18
"6908","2020-04-08","Haiti",25,1,1
"6909","2020-04-08","Hungary",895,94,58
"6910","2020-04-08","Indonesia",2956,222,240
"6911","2020-04-08","Ireland",5709,25,210
"6912","2020-04-08","Israel",9404,801,72
"6913","2020-04-08","India",5480,468,164
"6914","2020-04-08","Iraq",1122,373,65
"6915","2020-04-08","Iran",67286,29812,4003
"6916","2020-04-08","Iceland",1616,599,6
"6917","2020-04-08","Italy",136162,24392,17198
"6918","2020-04-08","Jamaica",63,9,3
"6919","2020-04-08","Jordan",353,138,6
"6920","2020-04-08","Japan",4914,632,102
"6921","2020-04-08","Kenya",179,7,6
"6922","2020-04-08","Kyrgyzstan",270,33,4
"6923","2020-04-08","Cambodia",117,63,0
"6924","2020-04-08","Saint Kitts and Nevis",11,0,0
"6925","2020-04-08","South Korea",10384,6776,200
"6926","2020-04-08","Kuwait",855,112,1
"6927","2020-04-08","Cayman Islands",45,6,1
"6928","2020-04-08","Kazakhstan",709,53,7
"6929","2020-04-08","Lao People's Democratic Republic",15,0,0
"6930","2020-04-08","Lebanon",575,62,19
"6931","2020-04-08","Saint Lucia",14,1,0
"6932","2020-04-08","Liechtenstein",78,55,1
"6933","2020-04-08","Sri Lanka",186,42,6
"6934","2020-04-08","Liberia",14,3,3
"6935","2020-04-08","Lithuania",912,8,15
"6936","2020-04-08","Luxembourg",2970,500,44
"6937","2020-04-08","Latvia",577,16,2
"6938","2020-04-08","Libya",21,0,1
"6939","2020-04-08","Morocco",1242,97,91
"6940","2020-04-08","Monaco",79,4,1
"6941","2020-04-08","Moldova",1056,40,24
"6942","2020-04-08","Montenegro",248,4,2
"6943","2020-04-08","Madagascar",88,7,0
"6944","2020-04-08","Republika Severna Makedonija",599,30,26
"6945","2020-04-08","Mali",56,12,5
"6946","2020-04-08","Myanmar",22,0,3
"6947","2020-04-08","Martinique",151,50,4
"6948","2020-04-08","Montserrat",9,0,0
"6949","2020-04-08","Malta",293,5,0
"6950","2020-04-08","Mauritius",268,8,7
"6951","2020-04-08","Maldives",19,13,0
"6952","2020-04-08","Malawi",8,0,1
"6953","2020-04-08","Mexico",2785,633,141
"6954","2020-04-08","Malaysia",4119,1487,65
"6955","2020-04-08","Mozambique",10,1,0
"6956","2020-04-08","New Caledonia",18,0,0
"6957","2020-04-08","Niger",278,26,11
"6958","2020-04-08","Nigeria",254,44,6
"6959","2020-04-08","Nicaragua",6,0,1
"6960","2020-04-08","Netherlands",20549,272,2248
"6961","2020-04-08","Norway",6086,32,89
"6962","2020-04-08","Nepal",9,1,0
"6963","2020-04-08","New Zealand",1210,282,1
"6964","2020-04-08","Oman",419,72,2
"6965","2020-04-08","Panama",2249,16,59
"6966","2020-04-08","Peru",2954,1301,107
"6967","2020-04-08","French Polynesia",47,0,0
"6968","2020-04-08","Papua New Guinea",2,0,0
"6969","2020-04-08","Philippines",3870,96,182
"6970","2020-04-08","Pakistan",4183,467,58
"6971","2020-04-08","Poland",5000,191,136
"6972","2020-04-08","Saint Pierre and Miquelon",1,0,0
"6973","2020-04-08","Puerto Rico",573,0,23
"6974","2020-04-08","Palestinian Territory",263,42,1
"6975","2020-04-08","Portugal",13141,196,380
"6976","2020-04-08","Paraguay",119,15,5
"6977","2020-04-08","Qatar",2210,178,6
"6978","2020-04-08","Réunion",349,40,0
"6979","2020-04-08","Romania",4761,528,209
"6980","2020-04-08","Serbia",2666,118,61
"6981","2020-04-08","Russia",8672,580,63
"6982","2020-04-08","Rwanda",105,7,0
"6983","2020-04-08","Saudi Arabia",2932,631,41
"6984","2020-04-08","Seychelles",11,0,0
"6985","2020-04-08","Sudan",14,2,2
"6986","2020-04-08","Sweden",8419,205,687
"6987","2020-04-08","Singapore",1623,406,7
"6988","2020-04-08","Slovenia",1091,120,40
"6989","2020-04-08","Slovakia",581,10,2
"6990","2020-04-08","Sierra Leone",6,0,0
"6991","2020-04-08","San Marino",279,40,34
"6992","2020-04-08","Senegal",244,113,2
"6993","2020-04-08","Somalia",8,1,0
"6994","2020-04-08","Suriname",10,3,1
"6995","2020-04-08",NA,2,0,0
"6996","2020-04-08","Sao Tome and Principe",4,0,0
"6997","2020-04-08","El Salvador",93,9,5
"6998","2020-04-08","Syria",19,3,2
"6999","2020-04-08","Swaziland",10,4,0
"7000","2020-04-08","Turks and Caicos Islands",8,0,1
"7001","2020-04-08","Chad",10,2,0
"7002","2020-04-08","Togo",65,23,3
"7003","2020-04-08","Thailand",2369,888,30
"7004","2020-04-08","Timor-Leste",1,0,0
"7005","2020-04-08","Tunisia",623,25,23
"7006","2020-04-08","Turkey",34109,1582,725
"7007","2020-04-08","Trinidad and Tobago",107,1,8
"7008","2020-04-08","Tanzania",24,5,1
"7009","2020-04-08","Ukraine",1668,35,52
"7010","2020-04-08","Uganda",52,0,0
"7011","2020-04-08","United States",400549,22461,12907
"7012","2020-04-08","Uruguay",424,150,7
"7013","2020-04-08","Uzbekistan",534,30,3
"7014","2020-04-08","Holy See  [Vatican City State]",7,0,0
"7015","2020-04-08","Saint Vincent and the Grenadines",8,1,0
"7016","2020-04-08","Venezuela",166,65,7
"7017","2020-04-08","Virgin Islands",3,0,0
"7018","2020-04-08","Virgin Islands (U.S.)",43,0,1
"7019","2020-04-08","Vietnam",251,123,0
"7020","2020-04-08","Mayotte",164,15,2
"7021","2020-04-08","South Africa",1749,95,13
"7022","2020-04-08","Zambia",39,3,1
"7023","2020-04-08","Zimbabwe",11,0,2
"7024","2020-04-08","Namibia",16,3,0
"7025","2020-04-09","Bosnia and Herzegovina",846,101,35
"7026","2020-04-09","Diamond Princess",712,620,11
"7027","2020-04-09","Isle of Man",171,88,1
"7028","2020-04-09","Jersey",170,0,3
"7029","2020-04-09","Guernsey",166,0,4
"7030","2020-04-09","Mongolia",16,4,0
"7031","2020-04-09","Netherlands Antilles",14,0,1
"7032","2020-04-09","Northern Mariana Islands",11,0,2
"7033","2020-04-09","Mauritania",7,2,1
"7034","2020-04-09","Falkland Islands  [Malvinas]",5,0,0
"7035","2020-04-09","Andorra",583,58,25
"7036","2020-04-09","United Arab Emirates",2659,239,12
"7037","2020-04-09","Afghanistan",484,32,15
"7038","2020-04-09",NA,19,0,2
"7039","2020-04-09","Anguilla",3,0,0
"7040","2020-04-09","Albania",409,165,22
"7041","2020-04-09","Armenia",921,138,10
"7042","2020-04-09","Angola",19,2,2
"7043","2020-04-09","Argentina",1795,358,65
"7044","2020-04-09","Austria",13105,5240,295
"7045","2020-04-09","Australia",6104,2813,51
"7046","2020-04-09","Aruba",77,2,0
"7047","2020-04-09","Azerbaijan",926,101,9
"7048","2020-04-09","Barbados",63,8,3
"7049","2020-04-09","Bangladesh",330,33,21
"7050","2020-04-09","Belgium",24983,5164,2523
"7051","2020-04-09","Burkina Faso",414,134,23
"7052","2020-04-09","Bulgaria",611,48,24
"7053","2020-04-09","Bahrain",855,495,5
"7054","2020-04-09","Burundi",3,0,0
"7055","2020-04-09","Benin",26,5,1
"7056","2020-04-09","Bermuda",39,0,2
"7057","2020-04-09","Brunei",135,85,1
"7058","2020-04-09","Bolivia",264,2,18
"7059","2020-04-09","Brazil",16238,173,823
"7060","2020-04-09","Bahamas",40,5,7
"7061","2020-04-09","Bhutan",5,0,0
"7062","2020-04-09","Botswana",13,0,1
"7063","2020-04-09","Belarus",1486,77,13
"7064","2020-04-09","Belize",8,0,1
"7065","2020-04-09","Canada",19290,4613,431
"7066","2020-04-09","Democratic Republic of the Congo",207,10,20
"7067","2020-04-09","Central African Republic",8,3,0
"7068","2020-04-09","Republic of the Congo",60,2,5
"7069","2020-04-09","Switzerland",23612,9800,926
"7070","2020-04-09","Côte d'Ivoire",384,48,3
"7071","2020-04-09","Chile",5546,1115,48
"7072","2020-04-09","Cameroon",730,60,10
"7073","2020-04-09","China",83305,77838,3345
"7074","2020-04-09","Colombia",2054,123,54
"7075","2020-04-09","Costa Rica",502,29,3
"7076","2020-04-09","Cuba",457,27,12
"7077","2020-04-09","Cape Verde",7,1,1
"7078","2020-04-09","Cyprus",526,52,11
"7079","2020-04-09","Czech Republic",5335,243,104
"7080","2020-04-09","Germany",114747,58143,2333
"7081","2020-04-09","Djibouti",140,28,1
"7082","2020-04-09","Denmark",5635,1763,237
"7083","2020-04-09","Dominica",15,1,0
"7084","2020-04-09","Dominican Republic",2111,50,108
"7085","2020-04-09","Algeria",1572,237,205
"7086","2020-04-09","Ecuador",4450,140,242
"7087","2020-04-09","Estonia",1207,83,24
"7088","2020-04-09","Egypt",1560,305,103
"7089","2020-04-09","Eritrea",33,0,0
"7090","2020-04-09","Spain",152446,52165,15238
"7091","2020-04-09","Ethiopia",56,4,2
"7092","2020-04-09","Finland",2605,300,40
"7093","2020-04-09","Fiji",15,0,0
"7094","2020-04-09","Faroe Islands",184,129,0
"7095","2020-04-09","France",113965,21461,10887
"7096","2020-04-09","Gabon",34,1,1
"7097","2020-04-09","United Kingdom",61474,345,7111
"7098","2020-04-09","Grenada",12,0,0
"7099","2020-04-09","Gambia",214,50,3
"7100","2020-04-09","French Guiana",83,6,0
"7101","2020-04-09","Ghana",313,52,6
"7102","2020-04-09","Gibraltar",120,52,1
"7103","2020-04-09","Greenland",11,11,0
"7104","2020-04-09","Gambia",4,2,1
"7105","2020-04-09","Guinea",164,5,0
"7106","2020-04-09","Guadeloupe",141,31,8
"7107","2020-04-09","Equatorial Guinea",18,3,0
"7108","2020-04-09","Greece",1884,269,83
"7109","2020-04-09","Guatemala",87,17,3
"7110","2020-04-09","Guam",125,0,4
"7111","2020-04-09","Guinea-Bissau",33,0,0
"7112","2020-04-09","Guyana",37,8,6
"7113","2020-04-09","Honduras",343,6,23
"7114","2020-04-09","Croatia",1407,219,20
"7115","2020-04-09","Haiti",30,0,2
"7116","2020-04-09","Hungary",980,96,66
"7117","2020-04-09","Indonesia",3293,222,280
"7118","2020-04-09","Ireland",6074,25,235
"7119","2020-04-09","Israel",9755,801,79
"7120","2020-04-09","India",6237,569,186
"7121","2020-04-09","Iraq",1202,452,69
"7122","2020-04-09","Iran",66220,32309,4110
"7123","2020-04-09","Iceland",1616,599,6
"7124","2020-04-09","Italy",139422,26491,17669
"7125","2020-04-09","Jamaica",63,9,4
"7126","2020-04-09","Jordan",358,150,6
"7127","2020-04-09","Japan",5548,685,108
"7128","2020-04-09","Kenya",184,12,7
"7129","2020-04-09","Kyrgyzstan",280,35,4
"7130","2020-04-09","Cambodia",119,63,0
"7131","2020-04-09","Saint Kitts and Nevis",11,0,0
"7132","2020-04-09","South Korea",10423,6973,204
"7133","2020-04-09","Kuwait",910,112,1
"7134","2020-04-09","Cayman Islands",45,6,1
"7135","2020-04-09","Kazakhstan",764,58,7
"7136","2020-04-09","Lao People's Democratic Republic",16,0,0
"7137","2020-04-09","Lebanon",582,62,19
"7138","2020-04-09","Saint Lucia",14,1,0
"7139","2020-04-09","Liechtenstein",78,55,1
"7140","2020-04-09","Sri Lanka",190,49,7
"7141","2020-04-09","Liberia",31,3,4
"7142","2020-04-09","Lithuania",955,8,15
"7143","2020-04-09","Luxembourg",3034,500,46
"7144","2020-04-09","Latvia",589,16,2
"7145","2020-04-09","Libya",21,0,1
"7146","2020-04-09","Morocco",1346,103,96
"7147","2020-04-09","Monaco",81,4,1
"7148","2020-04-09","Moldova",1174,40,28
"7149","2020-04-09","Montenegro",252,4,2
"7150","2020-04-09","Madagascar",93,11,0
"7151","2020-04-09","Republika Severna Makedonija",663,37,30
"7152","2020-04-09","Mali",59,16,7
"7153","2020-04-09","Myanmar",23,1,3
"7154","2020-04-09","Martinique",154,50,6
"7155","2020-04-09","Montserrat",9,0,0
"7156","2020-04-09","Malta",337,16,2
"7157","2020-04-09","Mauritius",314,23,7
"7158","2020-04-09","Maldives",19,13,0
"7159","2020-04-09","Malawi",8,0,1
"7160","2020-04-09","Mexico",3181,633,174
"7161","2020-04-09","Malaysia",4228,1608,67
"7162","2020-04-09","Mozambique",17,1,0
"7163","2020-04-09","New Caledonia",18,0,0
"7164","2020-04-09","Niger",342,28,11
"7165","2020-04-09","Nigeria",276,44,6
"7166","2020-04-09","Nicaragua",6,0,1
"7167","2020-04-09","Netherlands",21762,272,2396
"7168","2020-04-09","Norway",6160,32,104
"7169","2020-04-09","Nepal",9,1,0
"7170","2020-04-09","New Zealand",1239,317,1
"7171","2020-04-09","Oman",457,109,2
"7172","2020-04-09","Panama",2528,16,63
"7173","2020-04-09","Peru",4342,1333,121
"7174","2020-04-09","French Polynesia",51,0,0
"7175","2020-04-09","Papua New Guinea",2,0,0
"7176","2020-04-09","Philippines",4076,124,203
"7177","2020-04-09","Pakistan",4414,572,63
"7178","2020-04-09","Poland",5341,284,164
"7179","2020-04-09","Saint Pierre and Miquelon",1,0,0
"7180","2020-04-09","Puerto Rico",683,0,33
"7181","2020-04-09","Palestinian Territory",263,42,1
"7182","2020-04-09","Portugal",13956,205,409
"7183","2020-04-09","Paraguay",124,18,5
"7184","2020-04-09","Qatar",2376,206,6
"7185","2020-04-09","Réunion",362,40,0
"7186","2020-04-09","Romania",5202,647,229
"7187","2020-04-09","Serbia",2867,118,66
"7188","2020-04-09","Russia",10131,698,76
"7189","2020-04-09","Rwanda",117,7,0
"7190","2020-04-09","Saudi Arabia",3287,666,44
"7191","2020-04-09","Seychelles",11,0,0
"7192","2020-04-09","Sudan",15,2,2
"7193","2020-04-09","Sweden",9141,205,793
"7194","2020-04-09","Singapore",1910,406,7
"7195","2020-04-09","Slovenia",1124,128,43
"7196","2020-04-09","Slovakia",701,19,6
"7197","2020-04-09","Sierra Leone",7,0,0
"7198","2020-04-09","San Marino",308,40,34
"7199","2020-04-09","Senegal",250,123,2
"7200","2020-04-09","Somalia",12,1,1
"7201","2020-04-09","Suriname",10,3,1
"7202","2020-04-09",NA,2,0,0
"7203","2020-04-09","Sao Tome and Principe",4,0,0
"7204","2020-04-09","El Salvador",103,10,5
"7205","2020-04-09","Syria",19,4,2
"7206","2020-04-09","Swaziland",12,4,0
"7207","2020-04-09","Turks and Caicos Islands",8,0,1
"7208","2020-04-09","Chad",10,2,0
"7209","2020-04-09","Togo",73,24,3
"7210","2020-04-09","Thailand",2423,940,32
"7211","2020-04-09","Timor-Leste",1,0,0
"7212","2020-04-09","Tunisia",628,25,24
"7213","2020-04-09","Turkey",38226,1846,812
"7214","2020-04-09","Trinidad and Tobago",107,1,8
"7215","2020-04-09","Tanzania",25,5,1
"7216","2020-04-09","Ukraine",1892,45,57
"7217","2020-04-09","Uganda",53,0,0
"7218","2020-04-09","United States",431694,24213,14789
"7219","2020-04-09","Uruguay",456,192,7
"7220","2020-04-09","Uzbekistan",582,38,3
"7221","2020-04-09","Holy See  [Vatican City State]",8,2,0
"7222","2020-04-09","Saint Vincent and the Grenadines",8,1,0
"7223","2020-04-09","Venezuela",167,65,9
"7224","2020-04-09","Virgin Islands",3,0,0
"7225","2020-04-09","Virgin Islands (U.S.)",45,0,1
"7226","2020-04-09","Vietnam",255,123,0
"7227","2020-04-09","Mayotte",184,15,2
"7228","2020-04-09","South Africa",1845,95,18
"7229","2020-04-09","Zambia",39,7,1
"7230","2020-04-09","Zimbabwe",11,0,3
"7231","2020-04-09","Namibia",16,3,0
"7232","2020-04-10","Bosnia and Herzegovina",886,129,36
"7233","2020-04-10","Diamond Princess",712,639,12
"7234","2020-04-10","Isle of Man",171,88,1
"7235","2020-04-10","Jersey",170,0,3
"7236","2020-04-10","Guernsey",166,0,4
"7237","2020-04-10","Mongolia",16,4,0
"7238","2020-04-10","Netherlands Antilles",14,7,1
"7239","2020-04-10","Northern Mariana Islands",11,0,2
"7240","2020-04-10","Mauritania",7,2,1
"7241","2020-04-10","Falkland Islands  [Malvinas]",5,1,0
"7242","2020-04-10","Andorra",601,71,26
"7243","2020-04-10","United Arab Emirates",2990,268,14
"7244","2020-04-10","Afghanistan",521,32,15
"7245","2020-04-10",NA,19,0,2
"7246","2020-04-10","Anguilla",3,0,0
"7247","2020-04-10","Albania",416,182,23
"7248","2020-04-10","Armenia",937,149,12
"7249","2020-04-10","Angola",19,2,2
"7250","2020-04-10","Argentina",1894,365,79
"7251","2020-04-10","Austria",13492,6064,319
"7252","2020-04-10","Australia",6204,3141,54
"7253","2020-04-10","Aruba",77,2,0
"7254","2020-04-10","Azerbaijan",926,101,9
"7255","2020-04-10","Barbados",66,11,4
"7256","2020-04-10","Bangladesh",424,33,27
"7257","2020-04-10","Belgium",26667,5568,3019
"7258","2020-04-10","Burkina Faso",443,146,24
"7259","2020-04-10","Bulgaria",635,54,24
"7260","2020-04-10","Bahrain",913,530,6
"7261","2020-04-10","Burundi",3,0,0
"7262","2020-04-10","Benin",26,5,1
"7263","2020-04-10","Bermuda",48,25,4
"7264","2020-04-10","Brunei",136,99,1
"7265","2020-04-10","Bolivia",268,2,19
"7266","2020-04-10","Brazil",18176,173,957
"7267","2020-04-10","Bahamas",41,5,8
"7268","2020-04-10","Bhutan",5,2,0
"7269","2020-04-10","Botswana",13,0,1
"7270","2020-04-10","Belarus",1981,169,19
"7271","2020-04-10","Belize",10,0,1
"7272","2020-04-10","Canada",20765,5311,510
"7273","2020-04-10","Democratic Republic of the Congo",215,13,20
"7274","2020-04-10","Central African Republic",8,3,0
"7275","2020-04-10","Republic of the Congo",60,5,5
"7276","2020-04-10","Switzerland",24427,10600,987
"7277","2020-04-10","Côte d'Ivoire",444,52,3
"7278","2020-04-10","Chile",5972,1274,57
"7279","2020-04-10","Cameroon",803,61,12
"7280","2020-04-10","China",83369,77935,3349
"7281","2020-04-10","Colombia",2223,174,69
"7282","2020-04-10","Costa Rica",539,30,3
"7283","2020-04-10","Cuba",515,28,15
"7284","2020-04-10","Cape Verde",7,1,1
"7285","2020-04-10","Cyprus",564,53,11
"7286","2020-04-10","Czech Republic",5589,309,113
"7287","2020-04-10","Germany",119453,59754,2580
"7288","2020-04-10","Djibouti",150,36,1
"7289","2020-04-10","Denmark",5830,1892,247
"7290","2020-04-10","Dominica",16,5,0
"7291","2020-04-10","Dominican Republic",2349,80,118
"7292","2020-04-10","Algeria",1666,347,235
"7293","2020-04-10","Ecuador",4965,339,272
"7294","2020-04-10","Estonia",1258,93,24
"7295","2020-04-10","Egypt",1699,348,118
"7296","2020-04-10","Eritrea",33,0,0
"7297","2020-04-10","Spain",157022,55668,15843
"7298","2020-04-10","Ethiopia",65,4,2
"7299","2020-04-10","Finland",2769,300,48
"7300","2020-04-10","Fiji",16,0,0
"7301","2020-04-10","Faroe Islands",184,129,0
"7302","2020-04-10","France",118790,23465,12228
"7303","2020-04-10","Gabon",44,1,1
"7304","2020-04-10","United Kingdom",65872,359,7993
"7305","2020-04-10","Grenada",12,0,0
"7306","2020-04-10","Gambia",230,52,3
"7307","2020-04-10","French Guiana",83,6,0
"7308","2020-04-10","Ghana",378,4,6
"7309","2020-04-10","Gibraltar",120,52,1
"7310","2020-04-10","Greenland",11,11,0
"7311","2020-04-10","Gambia",4,2,1
"7312","2020-04-10","Guinea",194,11,0
"7313","2020-04-10","Guadeloupe",141,31,8
"7314","2020-04-10","Equatorial Guinea",18,3,0
"7315","2020-04-10","Greece",1955,269,87
"7316","2020-04-10","Guatemala",126,17,3
"7317","2020-04-10","Guam",125,0,4
"7318","2020-04-10","Guinea-Bissau",36,0,0
"7319","2020-04-10","Guyana",37,8,6
"7320","2020-04-10","Honduras",382,7,23
"7321","2020-04-10","Croatia",1495,231,21
"7322","2020-04-10","Haiti",30,0,2
"7323","2020-04-10","Hungary",1190,112,77
"7324","2020-04-10","Indonesia",3512,282,306
"7325","2020-04-10","Ireland",6574,25,263
"7326","2020-04-10","Israel",10095,1061,93
"7327","2020-04-10","India",6771,635,228
"7328","2020-04-10","Iraq",1232,496,69
"7329","2020-04-10","Iran",68192,35465,4232
"7330","2020-04-10","Iceland",1675,751,6
"7331","2020-04-10","Italy",143626,28470,18279
"7332","2020-04-10","Jamaica",63,12,4
"7333","2020-04-10","Jordan",372,161,7
"7334","2020-04-10","Japan",6134,714,119
"7335","2020-04-10","Kenya",189,22,7
"7336","2020-04-10","Kyrgyzstan",298,35,5
"7337","2020-04-10","Cambodia",119,72,0
"7338","2020-04-10","Saint Kitts and Nevis",11,0,0
"7339","2020-04-10","South Korea",10450,7117,208
"7340","2020-04-10","Kuwait",993,123,1
"7341","2020-04-10","Cayman Islands",45,6,2
"7342","2020-04-10","Kazakhstan",802,63,9
"7343","2020-04-10","Lao People's Democratic Republic",16,0,0
"7344","2020-04-10","Lebanon",609,67,20
"7345","2020-04-10","Saint Lucia",14,1,0
"7346","2020-04-10","Liechtenstein",78,55,1
"7347","2020-04-10","Sri Lanka",190,50,7
"7348","2020-04-10","Liberia",31,3,4
"7349","2020-04-10","Lithuania",999,54,22
"7350","2020-04-10","Luxembourg",3115,500,52
"7351","2020-04-10","Latvia",612,16,3
"7352","2020-04-10","Libya",24,8,1
"7353","2020-04-10","Morocco",1431,114,105
"7354","2020-04-10","Monaco",84,5,1
"7355","2020-04-10","Moldova",1289,56,29
"7356","2020-04-10","Montenegro",255,4,2
"7357","2020-04-10","Madagascar",93,11,0
"7358","2020-04-10","Republika Severna Makedonija",711,41,32
"7359","2020-04-10","Mali",87,22,7
"7360","2020-04-10","Myanmar",27,1,3
"7361","2020-04-10","Martinique",154,50,6
"7362","2020-04-10","Montserrat",9,0,0
"7363","2020-04-10","Malta",350,16,2
"7364","2020-04-10","Mauritius",314,23,9
"7365","2020-04-10","Maldives",19,13,0
"7366","2020-04-10","Malawi",9,0,1
"7367","2020-04-10","Mexico",3441,633,194
"7368","2020-04-10","Malaysia",4346,1830,70
"7369","2020-04-10","Mozambique",17,1,0
"7370","2020-04-10","New Caledonia",18,0,0
"7371","2020-04-10","Niger",410,40,11
"7372","2020-04-10","Nigeria",288,51,7
"7373","2020-04-10","Nicaragua",7,0,1
"7374","2020-04-10","Netherlands",23097,280,2511
"7375","2020-04-10","Norway",6244,32,108
"7376","2020-04-10","Nepal",9,1,0
"7377","2020-04-10","New Zealand",1283,373,2
"7378","2020-04-10","Oman",484,109,3
"7379","2020-04-10","Panama",2752,16,66
"7380","2020-04-10","Peru",5256,1438,138
"7381","2020-04-10","French Polynesia",51,0,0
"7382","2020-04-10","Papua New Guinea",2,0,0
"7383","2020-04-10","Philippines",4195,140,221
"7384","2020-04-10","Pakistan",4601,727,66
"7385","2020-04-10","Poland",5742,318,175
"7386","2020-04-10","Saint Pierre and Miquelon",1,0,0
"7387","2020-04-10","Puerto Rico",683,0,33
"7388","2020-04-10","Palestinian Territory",266,45,2
"7389","2020-04-10","Portugal",15472,233,435
"7390","2020-04-10","Paraguay",129,18,6
"7391","2020-04-10","Qatar",2512,227,6
"7392","2020-04-10","Réunion",362,40,0
"7393","2020-04-10","Romania",5467,729,265
"7394","2020-04-10","Serbia",3105,118,71
"7395","2020-04-10","Russia",11917,795,94
"7396","2020-04-10","Rwanda",113,7,0
"7397","2020-04-10","Saudi Arabia",3651,685,47
"7398","2020-04-10","Seychelles",11,0,0
"7399","2020-04-10","Sudan",15,2,2
"7400","2020-04-10","Sweden",9685,205,870
"7401","2020-04-10","Singapore",2108,492,7
"7402","2020-04-10","Slovenia",1160,137,45
"7403","2020-04-10","Slovakia",715,23,2
"7404","2020-04-10","Sierra Leone",7,0,0
"7405","2020-04-10","San Marino",344,50,34
"7406","2020-04-10","Senegal",265,137,2
"7407","2020-04-10","Somalia",12,1,1
"7408","2020-04-10","Suriname",10,4,1
"7409","2020-04-10",NA,3,0,0
"7410","2020-04-10","Sao Tome and Principe",4,0,0
"7411","2020-04-10","El Salvador",117,15,6
"7412","2020-04-10","Syria",19,4,2
"7413","2020-04-10","Swaziland",12,7,0
"7414","2020-04-10","Turks and Caicos Islands",8,0,1
"7415","2020-04-10","Chad",11,2,0
"7416","2020-04-10","Togo",76,25,3
"7417","2020-04-10","Thailand",2473,1013,33
"7418","2020-04-10","Timor-Leste",2,0,0
"7419","2020-04-10","Tunisia",643,25,25
"7420","2020-04-10","Turkey",42282,2142,908
"7421","2020-04-10","Trinidad and Tobago",109,1,8
"7422","2020-04-10","Tanzania",32,5,3
"7423","2020-04-10","Ukraine",2203,61,69
"7424","2020-04-10","Uganda",53,0,0
"7425","2020-04-10","United States",469464,26522,16711
"7426","2020-04-10","Uruguay",473,206,7
"7427","2020-04-10","Uzbekistan",624,42,3
"7428","2020-04-10","Holy See  [Vatican City State]",8,2,0
"7429","2020-04-10","Saint Vincent and the Grenadines",12,1,0
"7430","2020-04-10","Venezuela",171,84,9
"7431","2020-04-10","Virgin Islands",3,0,0
"7432","2020-04-10","Virgin Islands (U.S.)",45,0,1
"7433","2020-04-10","Vietnam",257,144,0
"7434","2020-04-10","Yemen",1,0,0
"7435","2020-04-10","Mayotte",191,50,2
"7436","2020-04-10","South Africa",2003,410,24
"7437","2020-04-10","Zambia",40,25,2
"7438","2020-04-10","Zimbabwe",11,0,3
"7439","2020-04-10","Namibia",16,3,0
"7440","2020-04-11","Bosnia and Herzegovina",935,139,37
"7441","2020-04-11","Diamond Princess",712,644,12
"7442","2020-04-11","Isle of Man",204,112,1
"7443","2020-04-11","Jersey",170,0,3
"7444","2020-04-11","Guernsey",166,0,4
"7445","2020-04-11","Mongolia",16,4,0
"7446","2020-04-11","Netherlands Antilles",14,7,1
"7447","2020-04-11","Northern Mariana Islands",11,0,2
"7448","2020-04-11","Mauritania",7,2,1
"7449","2020-04-11","Falkland Islands  [Malvinas]",5,1,0
"7450","2020-04-11","Andorra",622,94,28
"7451","2020-04-11","United Arab Emirates",3736,588,20
"7452","2020-04-11","Afghanistan",555,32,18
"7453","2020-04-11",NA,21,0,2
"7454","2020-04-11","Anguilla",3,0,0
"7455","2020-04-11","Albania",433,197,23
"7456","2020-04-11","Armenia",967,173,13
