"time","city","cum_confirm","cum_heal","cum_dead"
2020-01-20,"Huanggang",12,0,0
2020-01-22,"Huanggang",12,0,0
2020-01-22,"Jingzhou",6,0,0
2020-01-22,"Jingmen",1,0,0
2020-01-23,"Jingmen",8,0,0
2020-01-23,"Jingzhou",8,0,0
2020-01-23,"Xiaogan",22,0,0
2020-01-23,"Xiantao",2,0,0
2020-01-23,"Yichang",1,0,1
2020-01-23,"Shiyan",1,0,0
2020-01-23,"Huanggang",12,0,0
2020-01-24,"Shiyan",5,0,0
2020-01-24,"Jingmen",21,0,0
2020-01-24,"Xiaogan",26,0,0
2020-01-24,"Huanggang",64,0,0
2020-01-24,"Jingzhou",10,0,0
2020-01-24,"Xiantao",10,0,0
2020-01-24,"Suizhou",5,0,0
2020-01-24,"Enshi",11,0,0
2020-01-24,"Ezhou",1,0,0
2020-01-24,"Tianmen",3,0,0
2020-01-24,"Yichang",1,0,1
2020-01-25,"Huanggang",122,2,2
2020-01-25,"Xiaogan",55,0,0
2020-01-25,"Xianning",43,0,0
2020-01-25,"Jingmen",38,0,1
2020-01-25,"Suizhou",36,0,0
2020-01-25,"Jingzhou",33,0,2
2020-01-25,"Huangshi",31,0,1
2020-01-25,"Yichang",20,0,1
2020-01-25,"Shiyan",20,0,0
2020-01-25,"Enshi",17,0,0
2020-01-25,"Xiantao",11,0,0
2020-01-25,"Tianmen",5,0,0
2020-01-25,"Xiangyang",2,0,0
2020-01-25,"Tianmen",5,0,0
2020-01-26,"Xianning",64,0,0
2020-01-26,"Qianjiang",5,0,1
2020-01-26,"Huanggang",154,2,4
2020-01-26,"Xiaogan",100,0,1
2020-01-26,"Jingmen",90,0,3
2020-01-26,"Jingzhou",47,0,2
2020-01-26,"Shiyan",40,0,0
2020-01-26,"Huangshi",36,0,1
2020-01-26,"Xiangyang",36,0,0
2020-01-26,"Yichang",31,0,1
2020-01-26,"Enshi",25,0,0
2020-01-26,"Ezhou",20,0,0
2020-01-26,"Tianmen",13,0,0
2020-01-26,"Xiantao",12,0,0
2020-01-26,"Suizhou",52,0,0
2020-01-27,"Huangshi",53,0,1
2020-01-27,"Shiyan",65,0,0
2020-01-27,"Yichang",51,0,1
2020-01-27,"Xiangyang",70,0,0
2020-01-27,"Ezhou",57,0,0
2020-01-27,"Jingmen",114,0,3
2020-01-27,"Xiaogan",173,0,1
2020-01-27,"Jingzhou",71,0,2
2020-01-27,"Huanggang",213,0,4
2020-01-27,"Xianning",91,0,0
2020-01-27,"Suizhou",70,0,0
2020-01-27,"Enshi",38,0,0
2020-01-27,"Xiantao",27,0,0
2020-01-27,"Qianjiang",7,0,1
2020-01-27,"Tianmen",23,0,2
2020-01-27,"Shennongjia",1,0,0
2020-01-28,"Huanggang",324,2,5
2020-01-28,"Xiaogan",274,0,3
2020-01-28,"Jingmen",142,0,4
2020-01-28,"Xiangyang",131,0,0
2020-01-28,"Suizhou",116,0,0
2020-01-28,"Xianning",112,0,0
2020-01-28,"Jingzhou",101,1,2
2020-01-28,"Yichang",63,0,1
2020-01-28,"Ezhou",84,0,1
2020-01-28,"Huangshi",86,0,1
2020-01-28,"Shiyan",88,0,0
2020-01-28,"Enshi",51,0,0
2020-01-28,"Tianmen",34,0,3
2020-01-28,"Xiantao",32,0,0
2020-01-28,"Qianjiang",8,0,1
2020-01-28,"Shennongjia",3,0,0
2020-01-29,"Huangshi",113,0,1
2020-01-29,"Shiyan",119,0,0
2020-01-29,"Yichang",117,0,1
2020-01-29,"Xiangyang",163,0,0
2020-01-29,"Ezhou",123,0,2
2020-01-29,"Jingmen",191,0,4
2020-01-29,"Xiaogan",399,0,6
2020-01-29,"Jingzhou",151,0,3
2020-01-29,"Huanggang",496,0,12
2020-01-29,"Xianning",130,0,0
2020-01-29,"Suizhou",143,0,0
2020-01-29,"Enshi",66,0,0
2020-01-29,"Xiantao",55,0,0
2020-01-29,"Qianjiang",10,0,1
2020-01-29,"Tianmen",44,0,3
2020-01-29,"Shennongjia",5,0,0
2020-01-30,"Huangshi",168,0,1
2020-01-30,"Shiyan",150,0,0
2020-01-30,"Yichang",167,0,1
2020-01-30,"Xiangyang",286,0,0
2020-01-30,"Ezhou",189,0,6
2020-01-30,"Jingmen",227,0,5
2020-01-30,"Xiaogan",541,2,9
2020-01-30,"Jingzhou",221,1,3
2020-01-30,"Huanggang",573,6,12
2020-01-30,"Xianning",166,0,0
2020-01-30,"Suizhou",228,0,0
2020-01-30,"Enshi",75,0,0
2020-01-30,"Xiantao",90,0,1
2020-01-30,"Qianjiang",12,0,1
2020-01-30,"Tianmen",67,0,6
2020-01-30,"Shennongjia",7,2,0
2020-01-31,"Huangshi",209,0,2
2020-01-31,"Shiyan",177,0,0
2020-01-31,"Yichang",276,0,1
2020-01-31,"Xiangyang",347,0,0
2020-01-31,"Ezhou",227,0,9
2020-01-31,"Jingmen",251,6,5
2020-01-31,"Xiaogan",628,2,12
2020-01-31,"Jingzhou",287,0,4
2020-01-31,"Huanggang",726,6,14
2020-01-31,"Xianning",206,0,0
2020-01-31,"Suizhou",304,0,1
2020-01-31,"Enshi",87,0,0
2020-01-31,"Xiantao",97,0,1
2020-01-31,"Qianjiang",27,0,1
2020-01-31,"Tianmen",82,0,7
2020-01-31,"Shennongjia",7,2,0
2020-02-01,"Huangshi",252,1,2
2020-02-01,"Shiyan",212,0,0
2020-02-01,"Yichang",353,0,1
2020-02-01,"Xiangyang",441,0,0
2020-02-01,"Ezhou",278,0,13
2020-02-01,"Jingmen",329,3,7
2020-02-01,"Xiaogan",749,2,14
2020-02-01,"Jingzhou",333,2,4
2020-02-01,"Huanggang",1002,27,15
2020-02-01,"Xianning",246,1,0
2020-02-01,"Suizhou",384,3,3
2020-02-01,"Enshi",105,0,0
2020-02-01,"Xiantao",140,0,3
2020-02-01,"Qianjiang",35,0,1
2020-02-01,"Tianmen",99,0,7
2020-02-01,"Shennongjia",7,0,0
2020-02-02,"Huangshi",334,8,2
2020-02-02,"Shiyan",256,1,0
2020-02-02,"Yichang",392,1,1
2020-02-02,"Xiangyang",548,0,0
2020-02-02,"Ezhou",306,2,15
2020-02-02,"Jingmen",345,6,11
2020-02-02,"Xiaogan",918,2,14
2020-02-02,"Jingzhou",499,4,6
2020-02-02,"Huanggang",1246,32,17
2020-02-02,"Xianning",296,1,0
2020-02-02,"Suizhou",458,3,5
2020-02-02,"Enshi",111,4,0
